date,simu ET [mm/8d],obs ET [mm/8d]
2014-10-08,3.6704885757256998,6.737712251
2014-10-16,2.3789689439651003,7.412332935
2014-10-24,1.13380305768505,3.527609482
2014-11-01,1.53042795542246,3.898408162
2014-11-09,1.5394495694251198,3.697681788
2014-11-17,1.53569817327341,3.324075996
2014-11-25,1.4967418908539203,3.081066342
2014-12-03,5.98255896458705,2.512303845
2014-12-11,2.83606753630676,2.258621895
2014-12-19,5.933742420016601,2.212440013
2014-12-27,3.8849909708366197,1.984848989
2015-01-01,3.0657654400666936,4.085232973
2015-01-09,3.921480415514864,3.750706891
2015-01-17,6.0867088878631,3.078875008
2015-01-25,3.0235992105590803,5.394825309
2015-02-02,6.101334600934351,2.618928593
2015-02-10,2.93649904325021,5.845290632
2015-02-18,3.38065156689906,5.076556833
2015-02-26,2.95414183272063,6.380085202
2015-03-06,3.3686513539236,7.627489213
2015-03-14,3.01867323948618,7.48014582
2015-03-22,3.2895632582661003,8.673202907
2015-03-30,4.67000001454498,7.880092667
2015-04-07,4.248923824419999,9.503873671
2015-04-15,4.4341907291407,10.18741635
2015-04-23,6.6013624068992,12.174242
2015-05-01,7.030691475509901,13.11752398
2015-05-09,8.4697054117528,12.93732563
2015-05-17,6.3873854189066,14.57230488
2015-05-25,8.8231644709142,17.20369666
2015-06-02,11.670702159273,22.1520174
2015-06-10,14.128952302777801,20.65782421
2015-06-18,15.276148197142,18.34759959
2015-06-26,13.280607224827,24.79424645
2015-07-04,19.323815106263,20.97250871
2015-07-12,15.7854209199288,21.90941553
2015-07-20,11.970647332208397,19.10510351
2015-07-28,10.5595110482229,17.17470735
2015-08-05,17.791771600304,17.93764226
2015-08-13,12.134576057072998,17.48105242
2015-08-21,11.6497115013231,13.13678307
2015-08-29,9.4803155083225,13.86513421
2015-09-06,3.1048288493776997,12.21763953
2015-09-14,7.8719724727127005,10.82956839
2015-09-22,3.6706841624067,7.599712372
2015-09-30,5.5160077262438,7.01031275
2015-10-08,3.7838332923519005,6.635304318
2015-10-16,2.1494060501528,6.016356094
2015-10-24,1.6308654436235,4.386704965
2015-11-01,0.69354961214773,3.380068624
2015-11-09,2.62364851057938,2.582726883
2015-11-17,4.4681206089539796,4.289344021
2015-11-25,4.90642821215306,4.584442835
2015-12-03,2.7413124693419,1.667124256
2015-12-11,3.6630358036340196,2.129369316
2015-12-19,3.7252680417510002,1.741836683
2015-12-27,3.9731650583665,1.507096128
2016-01-01,2.38816167062013,2.416510656
2016-01-09,2.9639556265946503,2.01174128
2016-01-17,5.3514478625947,2.038170922
2016-01-25,4.8887007345395,2.794123243
2016-02-02,6.53423303523031,4.465360724
2016-02-10,3.05530645037655,3.336685662
2016-02-18,13.6675896177178,5.721816762
2016-02-26,11.373431098017,6.1192045
2016-03-05,8.728130015912301,5.940890694
2016-03-13,8.745881139374,7.127849602
2016-03-21,5.886802324260829,10.07676524
2016-03-29,6.78902409948341,9.523746947
2016-04-06,8.33243622943925,8.573562115
2016-04-14,11.135377040949397,9.266021841
2016-04-22,7.6987707243917995,15.05991011
2016-04-30,8.935004669638602,13.62681336
2016-05-08,10.155012971355399,14.32360257
2016-05-16,12.071288851335298,16.217544
2016-05-24,6.6219946618573005,16.81038834
2016-06-01,7.612733931653301,17.17048749
2016-06-09,16.184913590314,18.04359786
2016-06-17,7.8832926093587,18.39027603
2016-06-25,10.2512525963309,24.72160981
2016-07-03,15.308430086493999,22.44341123
2016-07-11,8.4129446780971,21.04445471
2016-07-19,11.046933209279299,23.77582478
2016-07-27,15.127502077561,23.24778563
2016-08-04,16.514384117040997,21.105731
2016-08-12,12.563126650554,21.00769522
2016-08-20,16.28129026019,15.44319041
2016-08-28,11.7356466256322,13.31064868
2016-09-05,5.9265757706354005,13.339996
2016-09-13,6.0326846812378,11.49083279
2016-09-21,5.558191669858201,10.52053712
2016-09-29,5.1979273121968,8.554572816
