,1,2,3
0,0.0,0.0,0.0
1,43.55094943441874,35.465002406723784,54.29905244240372
2,44.755904407789885,34.92122183435045,54.23277519913347
3,45.356943025906226,33.593668143128355,52.96065680542509
4,43.485430869888,32.29930605741595,51.67365482030718
5,43.6611951464525,32.302947805336984,50.483244736945196
6,41.69996886447442,30.838645778510575,50.417332750853475
7,41.838544297080354,31.33589596526646,51.01797663488529
8,42.73307431450011,32.29294246133388,51.498082967262135
9,42.06296246235899,31.8438766433472,50.89193055979377
10,41.603654605983735,31.57943394658436,50.63554573247673
11,42.326370831826495,31.222311554294105,50.24004665962564
12,42.761971879956356,31.184506097338883,49.61257749796892
13,42.03612182747788,32.166897324471186,48.90646377232763
14,41.24560912230538,31.030099308476366,48.448872934401386
15,41.00678412133863,30.048587465074686,47.78808511947227
16,40.42125007153083,29.154556912674312,47.34838939445562
17,40.29228421001495,27.978803631904807,46.82113524708251
18,39.724523620598944,27.341162494538803,46.11181798784818
19,39.97698478624372,27.063157159669778,45.578631104182854
20,40.046628855772546,26.6679490619297,45.20098972808839
21,39.607250865071784,27.352858861533594,44.94991421310192
22,39.40384009541319,26.296795463575567,44.61250486009838
23,39.01041425743506,26.085205939541773,44.28005705419951
24,38.66444448758604,26.186209509314878,44.04168039084667
25,38.33563028550701,24.87913264672107,43.76659130424368
26,38.0527516429564,25.21290779425978,43.51554166068376
27,37.971912520849706,24.465710497346333,43.22276761709602
28,37.779740296734865,23.763172944097338,43.05977579347639
29,37.574778889446485,23.05984981366769,42.87996243431281
30,34.1735735278524,22.342455682398285,44.26622300189039
31,38.58788372664188,22.740696168671626,46.838053614620755
32,35.214293494589555,22.2519416824501,47.13920903173104
33,40.848098927763736,27.615880162460467,51.88363051833963
34,41.961350225715925,28.639542084289396,49.95882637897006
35,41.11743127395955,28.989067744460975,49.39433323727498
36,39.33616123900045,30.21536506191277,49.968687212131066
37,36.169126967879016,30.571802897118353,52.49294782739551
38,42.019264076116094,34.83217960068267,58.867040434908944
39,44.80213452150709,36.54375230610659,58.6330632781786
40,44.49798704676653,37.452298001379226,57.777491209239116
41,44.01967349842645,37.393039510901374,56.72425435056907
42,42.742518070179095,36.61819577506296,55.85505524716901
43,44.215469960349026,36.45295630169223,56.18754807568375
44,42.65842459737928,36.7088076182475,55.06418230061706
45,41.71300780280626,36.700088167555975,56.44750359368325
46,42.44114803083864,35.96861509489287,58.922609078246445
47,41.66181857236988,35.4557840320557,57.21790759434497
48,37.86666353071624,36.10494087761791,59.524022565398106
49,41.02433647379009,38.722693579744245,65.24237416792029
50,45.993899765122805,39.97340792487635,65.80011196256804
51,44.71387558611723,39.541007030111025,63.38630294916421
52,44.58958968665511,38.264277114562425,60.93875816522416
53,44.338656791758105,37.084887305813105,58.74697146707327
54,42.58307056658042,34.868910825339896,56.85164083930543
55,44.17252761696552,34.74952931776221,54.82551993264959
56,44.127958033207435,33.798027944908284,53.31768986265754
57,43.59590349770716,33.22105795362439,52.594637779093816
58,43.047171335618536,32.21943848310838,51.75906210010704
59,42.843168618435044,33.60171476592406,50.77979486661263
60,40.114089044761876,31.16594726692618,51.300782598058724
61,35.12519819259706,37.23202318819098,60.37361744879316
62,49.09456015917719,46.5251773924965,67.55289486124873
63,49.31789527119642,48.21540115761755,70.35618713120598
64,49.38141391419034,48.143834905640944,67.70411823284458
65,48.720974465411196,46.569310551096905,65.12397420407585
66,47.75274767379484,44.52823426132514,62.65835652803007
67,47.52311373213709,42.37670367768977,60.38560032030649
68,46.344913763431265,40.354592793697854,58.70268558364478
69,45.29927885970376,38.376069411870226,57.2127185843011
70,44.46685970244104,36.543354419463085,55.975648015027254
71,45.47876987722896,35.021789423232185,55.10162968458775
72,45.476499234509895,34.72183151892444,54.34752793761548
73,42.55425319209932,33.514631359767094,54.10142355611721
74,43.98617571435585,32.767484626347496,54.01761852459465
75,44.24148052309688,32.11208644418837,53.150600295000054
76,43.86199089041189,33.08629275634819,52.663982191539475
77,42.207759102181356,32.19894899497821,52.583335385220344
78,42.901536451483636,31.047511613062806,51.9158847800384
79,42.43956526173321,29.98834976120617,51.19833436809661
80,42.13807733289568,29.373736446719533,50.744846459610905
81,41.6373148741482,28.784694016417617,50.478138122154384
82,39.79518053722217,27.514482631876902,50.756472073913294
83,39.87043000871048,29.005436875197514,52.37472936021911
84,42.526486871346684,30.335069771083763,54.174732684366774
85,42.259303875461896,29.766855324610653,52.476153181848716
86,41.787513759342936,28.939070225675543,51.512361491245066
87,41.51444463102985,30.524235512278292,50.74279942086309
88,41.1390929802244,29.523283668405448,49.942553956889284
89,40.81994980589592,29.184810639856423,49.572952191887126
90,39.88596493465467,27.316464409155675,49.5220531921433
91,40.99087825111362,28.07717211054958,49.67382679555247
92,40.68616799825452,27.769123069848177,49.472971217023016
93,38.89685699807152,26.031389764772612,50.21466945698447
94,42.86537412414485,28.929022722164,51.4837799403
95,42.39957500706913,28.976265018461792,50.68065821915318
96,41.96052045708651,28.522291235724197,49.921504686376004
97,41.58477505548717,28.00688701205263,49.41610514040549
98,41.22027811524891,27.477532088140034,49.345022663205775
99,39.21064599273833,28.082401397787358,50.50773275302715
100,42.29905332974267,31.64967818893555,52.35872566427594
101,40.44660820224624,30.10686529891269,53.06719915237156
102,38.60261462240978,31.3131516405748,59.8545818445725
103,45.237102241001516,42.15019280987039,66.13544598864885
104,48.08959411999888,45.704246091729395,67.69192659971152
105,47.88633462541638,46.85804338438816,66.02258522624959
106,47.63912328471695,45.92422005519218,64.22605296236561
107,45.23446838934618,42.15920318590388,62.227538439321265
108,43.86653638511269,41.79265289387024,61.143706313754386
109,47.358742128576594,43.17563341359891,61.388561707129405
110,48.63396554025409,42.9362956917322,60.001729069299536
111,47.421814465608676,42.498592179753565,58.935413873294145
112,47.59809957226786,40.00312916193134,57.51396472754317
113,47.82097295874651,39.40790463306053,56.06584605516612
114,46.921886701713184,37.58825075959889,55.24532912528771
115,46.22048869079434,36.41009704423356,54.39566029497898
116,45.75242916183924,34.976539987341305,52.887588094346135
117,44.8830602680554,33.81158801066293,51.909617031456214
118,46.93422258174908,34.12458545186839,51.48162885730926
119,44.24312164193182,33.81400964788705,51.98707452655561
120,45.009982941545005,35.6603217848201,53.217889849189206
121,46.836570647425184,36.8749700426842,53.921472465431876
122,47.06431910561642,37.37670644724132,54.04199239377466
123,46.90229646407302,38.753535941058296,53.787823513489194
124,46.237056616857906,37.51768383135023,53.38524931882055
125,45.68238400700134,35.98804195622026,52.869280547849435
126,45.013493181376205,34.48430683059778,52.23375110934897
127,44.47911737274071,33.70339478876325,51.79089154298236
128,43.93916726856223,32.83083182467134,51.38102646033895
129,43.61841489086102,31.48498875637869,50.86475571994507
130,43.25001263310504,32.00724576140513,50.36593029383326
131,42.96161454639574,31.216649199477555,49.89605919026012
132,42.434674666320525,29.986329256182042,49.46480568930968
133,39.16872069059099,29.239064361293618,50.63897501095807
134,40.68299476644031,30.85541483892723,54.540092590454634
135,44.41114126967695,33.5615270602592,56.81980143307158
136,44.64472311027254,35.097218951898995,57.16026182086585
137,46.28220159582994,36.91999610873656,57.5772792901156
138,45.19389553086169,36.5749389655852,56.58198982393597
139,43.695795546898715,36.45720826182652,56.70264536099471
140,44.328196516378696,36.49157023524743,57.99249410455626
141,43.75577763608498,36.52244995510229,56.80259082949962
142,43.0210065242336,34.648493720887735,55.8656108978576
143,42.52510149260329,34.38570162968103,55.13882819504306
144,42.01905833653747,33.18500381622788,54.26707252918155
145,41.66181286301007,32.25350026715533,53.52930371515593
146,41.67243384208823,32.01058957650416,52.94984348814717
147,41.26711516549473,30.528616870169433,52.16423388100974
148,40.95311233650913,29.585617661262894,51.34931701085755
149,40.61668578958919,28.61236897261664,50.70456286891192
150,40.37506294320234,27.724284849049855,50.245978704714815
151,39.99695178402609,26.76007356820843,49.84530194090346
152,39.878437189327556,25.935760379922563,49.41317547919156
153,36.847814956759535,23.317130765890358,49.85266730226677
154,41.32419073862018,26.867142944304895,52.592750471709245
155,41.57980214943548,35.66732261947007,60.524250810848784
156,48.670166776158574,45.26323067093095,67.58797332535418
157,50.908652182040015,50.654483251693584,70.90186299533202
158,47.946753981256,54.46138114643324,73.52943019497283
159,53.10958553971692,58.708763932652005,76.77943513392748
160,53.14182703993032,59.582270507351915,79.20500497514816
161,55.09281491278203,58.62828400127897,78.60710741815876
162,54.132621500213006,56.29005057316765,74.40000321260125
163,52.51747797992839,54.746415778301554,71.97146628631027
164,50.04992395994203,54.13071014069339,72.24588044502504
165,52.146924402853166,52.93306804543766,71.9498027856848
166,49.45634114001808,52.65479239939671,71.86969223102946
167,52.22887477760709,53.437118497035435,73.37069428126975
168,52.18701688368193,51.44502503118797,71.35376934990748
169,52.01301988292679,50.680504742382425,68.76653837704346
170,53.371474007839495,48.43704743995884,67.08745750688583
