date,simu ET [mm/8d],obs ET [mm/8d]
2014-10-08,3.6791520497343,6.737712251
2014-10-16,2.3950006529382,7.412332935
2014-10-24,1.1449752819717602,3.527609482
2014-11-01,1.53825219232499,3.898408162
2014-11-09,1.5451659947456302,3.697681788
2014-11-17,1.54480595316587,3.324075996
2014-11-25,1.49655450094233,3.081066342
2014-12-03,5.99555166922495,2.512303845
2014-12-11,2.83374791690186,2.258621895
2014-12-19,5.9378440933711,2.212440013
2014-12-27,3.88317294011756,1.984848989
2015-01-01,3.0745568978492908,4.085232973
2015-01-09,3.9165599095680212,3.750706891
2015-01-17,6.086579280505901,3.078875008
2015-01-25,3.0187566377349895,5.394825309
2015-02-02,6.13056200627887,2.618928593
2015-02-10,2.94354692630535,5.845290632
2015-02-18,3.37984682664106,5.076556833
2015-02-26,2.9625220163227004,6.380085202
2015-03-06,3.3950137312653004,7.627489213
2015-03-14,3.0186570195413,7.48014582
2015-03-22,3.3016388558636,8.673202907
2015-03-30,4.67288280575394,7.880092667
2015-04-07,4.2493154901075005,9.503873671
2015-04-15,4.434106122230101,10.18741635
2015-04-23,6.588803826789899,12.174242
2015-05-01,7.031149668761,13.11752398
2015-05-09,8.4158456542386,12.93732563
2015-05-17,6.3757021468362005,14.57230488
2015-05-25,8.734125000205,17.20369666
2015-06-02,11.5135811544845,22.1520174
2015-06-10,14.0996354472938,20.65782421
2015-06-18,14.376167251563002,18.34759959
2015-06-26,11.7234895766106,24.79424645
2015-07-04,18.691677829801,20.97250871
2015-07-12,14.729295957374998,21.90941553
2015-07-20,13.556553797176901,19.10510351
2015-07-28,10.5450923482355,17.17470735
2015-08-05,17.580479405061,17.93764226
2015-08-13,11.900437881889,17.48105242
2015-08-21,11.5922485674837,13.13678307
2015-08-29,9.492323277222003,13.86513421
2015-09-06,3.1207963203395,12.21763953
2015-09-14,7.826994727333699,10.82956839
2015-09-22,3.7617922442475,7.599712372
2015-09-30,5.5310599394113,7.01031275
2015-10-08,3.7891563414464,6.635304318
2015-10-16,2.159420307684,6.016356094
2015-10-24,1.6380820248865902,4.386704965
2015-11-01,0.70306535037349,3.380068624
2015-11-09,2.63182619799008,2.582726883
2015-11-17,4.4689441553695906,4.289344021
2015-11-25,4.8994283475053795,4.584442835
2015-12-03,2.75197217696808,1.667124256
2015-12-11,3.66533717248193,2.129369316
2015-12-19,3.7255094185917996,1.741836683
2015-12-27,3.9712298466202,1.507096128
2016-01-01,2.38363982114768,2.416510656
2016-01-09,2.94902706012348,2.01174128
2016-01-17,5.3528622757839,2.038170922
2016-01-25,4.894335251701801,2.794123243
2016-02-02,6.54206854496938,4.465360724
2016-02-10,3.05714327704493,3.336685662
2016-02-18,13.6873036395721,5.721816762
2016-02-26,11.377357674320601,6.1192045
2016-03-05,8.725009264875801,5.940890694
2016-03-13,8.7407320870133,7.127849602
2016-03-21,5.87370409544103,10.07676524
2016-03-29,6.7909654280234095,9.523746947
2016-04-06,8.33473872111605,8.573562115
2016-04-14,11.1461562723739,9.266021841
2016-04-22,7.7213388815138,15.05991011
2016-04-30,8.9296764918153,13.62681336
2016-05-08,10.130796280720599,14.32360257
2016-05-16,12.097703178914502,16.217544
2016-05-24,6.6295317723703,16.81038834
2016-06-01,7.6538636410333005,17.17048749
2016-06-09,16.169567611172,18.04359786
2016-06-17,7.8931916433093,18.39027603
2016-06-25,10.2511090325898,24.72160981
2016-07-03,15.388320388371,22.44341123
2016-07-11,8.5378468168131,21.04445471
2016-07-19,11.0943677658087,23.77582478
2016-07-27,15.207365429739,23.24778563
2016-08-04,15.684635706442998,21.105731
2016-08-12,12.0843919234892,21.00769522
2016-08-20,14.144198341628998,15.44319041
2016-08-28,9.941152076255001,13.31064868
2016-09-05,6.2206946319941,13.339996
2016-09-13,5.637719681625001,11.49083279
2016-09-21,5.3776261404465,10.52053712
2016-09-29,5.2050347473518,8.554572816
