date,simu ET [mm/8d],obs ET [mm/8d]
2014-10-08,3.6659943033563,6.737712251
2014-10-16,2.3678803352161997,7.412332935
2014-10-24,1.1277988424269398,3.527609482
2014-11-01,1.5249451992014902,3.898408162
2014-11-09,1.53582953287541,3.697681788
2014-11-17,1.5290315507896401,3.324075996
2014-11-25,1.49184603975965,3.081066342
2014-12-03,5.98486072305295,2.512303845
2014-12-11,2.83550232009293,2.258621895
2014-12-19,5.934488586122301,2.212440013
2014-12-27,3.8934998576699003,1.984848989
2015-01-01,3.070439443585406,4.085232973
2015-01-09,3.935342037983726,3.750706891
2015-01-17,6.0844519439932006,3.078875008
2015-01-25,3.00388257455959,5.394825309
2015-02-02,6.08209540576278,2.618928593
2015-02-10,2.9388918938179702,5.845290632
2015-02-18,3.3777816914315495,5.076556833
2015-02-26,2.9613261901614303,6.380085202
2015-03-06,3.3701152554485,7.627489213
2015-03-14,3.00961403993907,7.48014582
2015-03-22,3.2809157102583004,8.673202907
2015-03-30,4.665779110703951,7.880092667
2015-04-07,4.2421972829121,9.503873671
2015-04-15,4.429939902929,10.18741635
2015-04-23,6.542881232079,12.174242
2015-05-01,7.0268904858026,13.11752398
2015-05-09,8.349907445502499,12.93732563
2015-05-17,6.3473022535058,14.57230488
2015-05-25,8.7442433551666,17.20369666
2015-06-02,11.656726786711,22.1520174
2015-06-10,14.0732999613191,20.65782421
2015-06-18,15.129554441061,18.34759959
2015-06-26,14.508304717049,24.79424645
2015-07-04,19.841545470953,20.97250871
2015-07-12,16.188811196236202,21.90941553
2015-07-20,13.160700973710501,19.10510351
2015-07-28,11.128559996122602,17.17470735
2015-08-05,17.99566545012,17.93764226
2015-08-13,13.523024565364999,17.48105242
2015-08-21,12.196383009366802,13.13678307
2015-08-29,9.3952396917832,13.86513421
2015-09-06,3.1009581689493,12.21763953
2015-09-14,7.8581325504187,10.82956839
2015-09-22,3.7552865103318,7.599712372
2015-09-30,5.517103662572199,7.01031275
2015-10-08,3.7795181438110004,6.635304318
2015-10-16,2.1448819755151,6.016356094
2015-10-24,1.6252252035372698,4.386704965
2015-11-01,0.68916154566911,3.380068624
2015-11-09,2.6161615461289998,2.582726883
2015-11-17,4.463993027378081,4.289344021
2015-11-25,4.91277501661776,4.584442835
2015-12-03,2.75490938251189,1.667124256
2015-12-11,3.6619568317311604,2.129369316
2015-12-19,3.7191255405474,1.741836683
2015-12-27,3.9721571090633,1.507096128
2016-01-01,2.39012950348084,2.416510656
2016-01-09,2.96012889968819,2.01174128
2016-01-17,5.3621364106268,2.038170922
2016-01-25,4.889479396325301,2.794123243
2016-02-02,6.523880332433761,4.465360724
2016-02-10,3.05875038784693,3.336685662
2016-02-18,13.6767418431731,5.721816762
2016-02-26,11.3832312032939,6.1192045
2016-03-05,8.7265899220144,5.940890694
2016-03-13,8.7371247726581,7.127849602
2016-03-21,5.896763892746141,10.07676524
2016-03-29,6.80300947391843,9.523746947
2016-04-06,8.323944733175642,8.573562115
2016-04-14,11.1472033861004,9.266021841
2016-04-22,7.704442810423699,15.05991011
2016-04-30,8.9347263291562,13.62681336
2016-05-08,10.1387971234382,14.32360257
2016-05-16,12.087123078337997,16.217544
2016-05-24,6.6415914206685995,16.81038834
2016-06-01,7.642623695342799,17.17048749
2016-06-09,16.217070677358,18.04359786
2016-06-17,7.8841983856765,18.39027603
2016-06-25,10.223959128487799,24.72160981
2016-07-03,15.210625004036,22.44341123
2016-07-11,8.4992644674526,21.04445471
2016-07-19,11.086112114962802,23.77582478
2016-07-27,15.352037200399998,23.24778563
2016-08-04,16.507744710308,21.105731
2016-08-12,12.493089032611799,21.00769522
2016-08-20,16.401992179865,15.44319041
2016-08-28,11.956646127222001,13.31064868
2016-09-05,6.6828787631809,13.339996
2016-09-13,5.7796148233869,11.49083279
2016-09-21,5.469634749934899,10.52053712
2016-09-29,5.1964048724518,8.554572816
