,1,2,3
0,0.0,0.0,0.0
1,8.514941825508984,5.1616310523887865,2.4582653686391147
2,9.921372820330037,6.52329551123238,4.566255089860433
3,9.577979552250666,6.684602763692499,5.483624833871811
4,9.363039435488519,4.324604378967783,5.567523307510179
5,9.382632862728377,4.84370364313497,5.588738049671485
6,8.581906760053549,5.617199600685687,2.5888848439930032
7,9.377213322014201,6.046720031858188,2.7006628945931306
8,10.461722064396476,7.9317709515037365,4.395150064257001
9,10.194477977363823,8.095047607286817,4.099188864784739
10,10.361591344797082,8.25376115403648,4.059925362152499
11,10.35928868148399,8.249252645132369,3.9446522857726807
12,10.685277931083982,8.661680766737266,4.438789609370594
13,10.377435652280163,8.457140857237386,5.20920205525204
14,10.18855884839969,8.085477074801888,5.255616584607123
15,10.110727864621714,6.716154061315851,5.214750726801613
16,10.203954439117279,6.478135700681224,5.333870060769096
17,9.963426050003669,6.943669240265658,5.451318788455525
18,9.767233048988798,6.61773404756069,5.453780435499102
19,9.711211341945104,6.414630853380439,5.195186439776988
20,9.586387332767927,5.049063354452494,5.255100483535081
21,9.104693694421643,4.911681910904639,5.38179018309632
22,9.047999215305804,4.790081653502949,5.5898758342757136
23,8.91524598035809,4.601684191165492,5.664067780060318
24,8.778523560879428,4.403773773914652,5.533278630778491
25,9.08191819409176,4.222257945710257,5.640594705108145
26,8.952421012546079,4.019744668686454,5.755866039537952
27,9.048111440407292,3.7389805082970313,5.665908031174005
28,8.991168571884673,3.4570713871132224,5.41358801585625
29,8.923535167173016,3.3020756519460743,5.284556314228249
30,6.683752084182963,2.4803996674791553,-2.2161961533296943
31,10.243254571757484,5.825096308126308,4.360699279550233
32,7.508866368744863,6.085817195988048,-1.302349527640635
33,10.701017810338268,9.263431860292105,2.7422118265202924
34,11.442082098478384,9.655651633001078,5.279449165049937
35,10.395145283668894,9.210033962781655,3.109685954575469
36,10.285542922610732,9.33888204017677,3.7754031294263437
37,7.393858221242048,6.479325308480873,-1.1209982330408848
38,11.683142569663492,10.450883732145414,5.035398055734306
39,12.367059914035059,12.196509926166915,5.498434647504835
40,11.989097491475121,11.988010367418296,5.588193461394498
41,12.55629218110476,12.285731096924257,6.050419607891036
