date,simu ET [mm/8d],obs ET [mm/8d]
2014-10-08,3.4687737983913003,6.737712251
2014-10-16,1.99006252762712,7.412332935
2014-10-24,0.9396852743782401,3.527609482
2014-11-01,1.3945424485620699,3.898408162
2014-11-09,1.3999626055165098,3.697681788
2014-11-17,1.3083282919589898,3.324075996
2014-11-25,1.4650300240053,3.081066342
2014-12-03,5.912496380560589,2.512303845
2014-12-11,2.8039086197042096,2.258621895
2014-12-19,5.8930650860323,2.212440013
2014-12-27,3.8640147301511703,1.984848989
2015-01-01,3.063926350872033,4.085232973
2015-01-09,3.906813092236673,3.750706891
2015-01-17,6.07193721804,3.078875008
2015-01-25,2.9959063172642497,5.394825309
2015-02-02,6.00590144329456,2.618928593
2015-02-10,2.8822054178213,5.845290632
2015-02-18,3.25678608859462,5.076556833
2015-02-26,2.86850097968235,6.380085202
2015-03-06,3.2514756259212,7.627489213
2015-03-14,2.7664293302207197,7.48014582
2015-03-22,3.0664691823265997,8.673202907
2015-03-30,4.49316867637095,7.880092667
2015-04-07,4.030660221637,9.503873671
2015-04-15,4.2836922149531,10.18741635
2015-04-23,6.1107583013894,12.174242
2015-05-01,6.724502397332301,13.11752398
2015-05-09,8.190188036543999,12.93732563
2015-05-17,6.070991326940799,14.57230488
2015-05-25,8.4281633074052,17.20369666
2015-06-02,11.048300644292,22.1520174
2015-06-10,13.5690104409173,20.65782421
2015-06-18,14.741561124851,18.34759959
2015-06-26,14.532218840666,24.79424645
2015-07-04,19.627353196382003,20.97250871
2015-07-12,15.3139843490052,21.90941553
2015-07-20,12.9964524173865,19.10510351
2015-07-28,10.6365305271436,17.17470735
2015-08-05,17.598375389920996,17.93764226
2015-08-13,14.794874129142,17.48105242
2015-08-21,11.5171052282726,13.13678307
2015-08-29,8.9481278566099,13.86513421
2015-09-06,2.7362636940107996,12.21763953
2015-09-14,7.4168038119415,10.82956839
2015-09-22,3.4109322230588996,7.599712372
2015-09-30,5.2087691604391,7.01031275
2015-10-08,3.4984709610995,6.635304318
2015-10-16,1.9320776893739,6.016356094
2015-10-24,1.34860295423513,4.386704965
2015-11-01,0.563249005084194,3.380068624
2015-11-09,2.4597190665373496,2.582726883
2015-11-17,4.380514158658721,4.289344021
2015-11-25,4.90133560842013,4.584442835
2015-12-03,2.74641204105464,1.667124256
2015-12-11,3.6504850042435,2.129369316
2015-12-19,3.70813920671,1.741836683
2015-12-27,3.9539635419676,1.507096128
2016-01-01,2.38142736821022,2.416510656
2016-01-09,2.91660908434313,2.01174128
2016-01-17,5.3185293895087,2.038170922
2016-01-25,4.8626595253541005,2.794123243
2016-02-02,6.5128096559555,4.465360724
2016-02-10,3.03829978493184,3.336685662
2016-02-18,13.646952673856301,5.721816762
2016-02-26,11.350915646606602,6.1192045
2016-03-05,8.704323323506,5.940890694
2016-03-13,8.7306645758405,7.127849602
2016-03-21,5.91895933206597,10.07676524
2016-03-29,6.7879665120260295,9.523746947
2016-04-06,8.313060028039589,8.573562115
2016-04-14,10.9619674419196,9.266021841
2016-04-22,7.388945562024801,15.05991011
2016-04-30,8.6818951149422,13.62681336
2016-05-08,9.767430717442299,14.32360257
2016-05-16,11.6173186786627,16.217544
2016-05-24,6.304701617439,16.81038834
2016-06-01,7.3440639172803,17.17048749
2016-06-09,15.422954540683,18.04359786
2016-06-17,7.3927790632385,18.39027603
2016-06-25,9.904764768812099,24.72160981
2016-07-03,14.865310022113,22.44341123
2016-07-11,8.156489560836599,21.04445471
2016-07-19,10.75540195226,23.77582478
2016-07-27,14.891583001624,23.24778563
2016-08-04,16.123531196564,21.105731
2016-08-12,12.3250855461536,21.00769522
2016-08-20,15.95119814016,15.44319041
2016-08-28,11.3652047484776,13.31064868
2016-09-05,6.2965148523181,13.339996
2016-09-13,5.8042807438596,11.49083279
2016-09-21,5.2233370916493005,10.52053712
2016-09-29,4.9187915516702,8.554572816
