date,simu ET [mm/8d],obs ET [mm/8d]
2014-10-08,3.6791745323168,6.737712251
2014-10-16,2.3903715448312,7.412332935
2014-10-24,1.1342303333942798,3.527609482
2014-11-01,1.5279486391828698,3.898408162
2014-11-09,1.54030935027463,3.697681788
2014-11-17,1.5434803062276299,3.324075996
2014-11-25,1.4919439620823698,3.081066342
2014-12-03,5.979106524621421,2.512303845
2014-12-11,2.83296036033662,2.258621895
2014-12-19,5.9366960199192,2.212440013
2014-12-27,3.88144278137081,1.984848989
2015-01-01,3.068856275205316,4.085232973
2015-01-09,3.926972779692016,3.750706891
2015-01-17,6.082313887164999,3.078875008
2015-01-25,3.0122648672584202,5.394825309
2015-02-02,6.0758193312543,2.618928593
2015-02-10,2.93731286061111,5.845290632
2015-02-18,3.37738368909592,5.076556833
2015-02-26,2.95925412776784,6.380085202
2015-03-06,3.3930989049765,7.627489213
2015-03-14,2.9936360388923697,7.48014582
2015-03-22,3.2915335452757,8.673202907
2015-03-30,4.667714245688149,7.880092667
2015-04-07,4.2482916240941995,9.503873671
2015-04-15,4.4330416086065,10.18741635
2015-04-23,6.582929980716299,12.174242
2015-05-01,7.0456168904509004,13.11752398
2015-05-09,8.458908405811401,12.93732563
2015-05-17,6.345321826441,14.57230488
2015-05-25,8.693353175119299,17.20369666
2015-06-02,11.5221843871045,22.1520174
2015-06-10,14.031886983277403,20.65782421
2015-06-18,13.370207741322,18.34759959
2015-06-26,12.1917390919534,24.79424645
2015-07-04,18.668194038566,20.97250871
2015-07-12,13.021466457950199,21.90941553
2015-07-20,13.384371307951502,19.10510351
2015-07-28,10.8292062943292,17.17470735
2015-08-05,17.82177972977,17.93764226
2015-08-13,12.415036708745,17.48105242
2015-08-21,11.541330984672898,13.13678307
2015-08-29,9.516861012626,13.86513421
2015-09-06,3.1178809826691998,12.21763953
2015-09-14,7.8843095096572,10.82956839
2015-09-22,3.7721394337153997,7.599712372
2015-09-30,5.529969582598601,7.01031275
2015-10-08,3.7923472487083005,6.635304318
2015-10-16,2.1537297840359,6.016356094
2015-10-24,1.6395680396801797,4.386704965
2015-11-01,0.69563782689871,3.380068624
2015-11-09,2.6275477066926,2.582726883
2015-11-17,4.465598221918511,4.289344021
2015-11-25,4.90709587147332,4.584442835
2015-12-03,2.7497962286375097,1.667124256
2015-12-11,3.66890683639555,2.129369316
2015-12-19,3.7217864289350002,1.741836683
2015-12-27,3.9748064826875,1.507096128
2016-01-01,2.38629320253429,2.416510656
2016-01-09,2.92627933777774,2.01174128
2016-01-17,5.349929004897899,2.038170922
2016-01-25,4.8871992442487,2.794123243
2016-02-02,6.5279171130883995,4.465360724
2016-02-10,3.06457689101443,3.336685662
2016-02-18,13.679916385979,5.721816762
2016-02-26,11.3897357642991,6.1192045
2016-03-05,8.7257569604691,5.940890694
2016-03-13,8.7410837230439,7.127849602
2016-03-21,5.89818473817588,10.07676524
2016-03-29,6.80261917770504,9.523746947
2016-04-06,8.344641746694338,8.573562115
2016-04-14,11.1479638709706,9.266021841
2016-04-22,7.718801854135201,15.05991011
2016-04-30,8.948949812817899,13.62681336
2016-05-08,10.1575768988028,14.32360257
2016-05-16,12.124719222097799,16.217544
2016-05-24,6.64756781957,16.81038834
2016-06-01,7.6129885433901,17.17048749
2016-06-09,16.169049863761,18.04359786
2016-06-17,7.9013427473853,18.39027603
2016-06-25,10.2683677032318,24.72160981
2016-07-03,15.230289939503,22.44341123
2016-07-11,8.5701773332979,21.04445471
2016-07-19,10.972576830126402,23.77582478
2016-07-27,15.10189194963,23.24778563
2016-08-04,16.188076394273,21.105731
2016-08-12,12.462258778197699,21.00769522
2016-08-20,15.038309955649,15.44319041
2016-08-28,11.5497861420615,13.31064868
2016-09-05,6.1682627071852005,13.339996
2016-09-13,5.9059054177012005,11.49083279
2016-09-21,5.5755845989781,10.52053712
2016-09-29,5.2130765172247,8.554572816
