"agency_cd","site_no","dateTime","Flow","Flow_cd","GH","GH_cd","tz_cd"
"USGS","12488500",1983-08-08,154,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-09,152,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-10,150,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-11,152,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-12,148,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-13,134,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-14,126,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-15,123,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-16,119,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-17,114,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-18,109,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-19,106,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-20,101,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-21,99,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-22,94,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-23,96,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-24,91,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-25,90,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-26,87,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-27,87,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-28,86,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-29,87,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-30,98,"A",NA,NA,"UTC"
"USGS","12488500",1983-08-31,93,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-01,106,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-02,102,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-03,91,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-04,86,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-05,80,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-06,77,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-07,74,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-08,73,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-09,73,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-10,76,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-11,88,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-12,86,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-13,78,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-14,76,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-15,72,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-16,70,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-17,68,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-18,70,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-19,77,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-20,73,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-21,70,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-22,70,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-23,69,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-24,68,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-25,65,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-26,64,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-27,63,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-28,62,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-29,60,"A",NA,NA,"UTC"
"USGS","12488500",1983-09-30,60,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-01,60,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-02,59,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-03,57,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-04,56,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-05,56,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-06,55,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-07,55,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-08,54,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-09,54,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-10,53,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-11,53,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-12,51,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-13,50,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-14,50,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-15,49,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-16,49,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-17,49,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-18,49,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-19,49,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-20,48,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-21,48,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-22,51,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-23,54,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-24,54,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-25,53,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-26,52,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-27,52,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-28,51,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-29,50,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-30,52,"A",NA,NA,"UTC"
"USGS","12488500",1983-10-31,52,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-01,54,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-02,80,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-03,150,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-04,250,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-05,220,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-06,200,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-07,190,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-08,184,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-09,153,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-10,146,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-11,146,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-12,145,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-13,145,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-14,155,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-15,165,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-16,200,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-17,300,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-18,280,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-19,260,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-20,250,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-21,240,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-22,230,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-23,220,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-24,205,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-25,190,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-26,170,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-27,155,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-28,142,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-29,129,"A",NA,NA,"UTC"
"USGS","12488500",1983-11-30,122,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-01,100,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-02,95,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-03,100,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-04,95,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-05,90,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-06,85,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-07,83,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-08,85,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-09,86,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-10,88,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-11,90,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-12,90,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-13,91,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-14,89,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-15,84,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-16,75,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-17,70,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-18,65,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-19,60,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-20,55,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-21,50,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-22,45,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-23,45,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-24,47,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-25,47,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-26,50,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-27,50,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-28,50,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-29,50,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-30,55,"A",NA,NA,"UTC"
"USGS","12488500",1983-12-31,55,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-01,55,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-02,60,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-03,150,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-04,350,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-05,591,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-06,560,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-07,491,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-08,427,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-09,368,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-10,321,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-11,288,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-12,257,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-13,234,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-14,200,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-15,160,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-16,150,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-17,140,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-18,135,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-19,135,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-20,145,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-21,150,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-22,155,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-23,165,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-24,372,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-25,602,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-26,486,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-27,405,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-28,348,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-29,313,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-30,288,"A",NA,NA,"UTC"
"USGS","12488500",1984-01-31,264,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-01,244,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-02,228,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-03,216,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-04,210,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-05,204,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-06,198,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-07,192,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-08,189,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-09,184,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-10,175,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-11,173,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-12,178,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-13,192,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-14,175,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-15,170,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-16,165,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-17,158,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-18,153,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-19,151,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-20,153,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-21,163,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-22,156,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-23,151,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-24,151,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-25,144,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-26,137,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-27,135,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-28,135,"A",NA,NA,"UTC"
"USGS","12488500",1984-02-29,131,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-01,129,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-02,127,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-03,122,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-04,121,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-05,119,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-06,122,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-07,127,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-08,135,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-09,151,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-10,168,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-11,178,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-12,186,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-13,184,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-14,181,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-15,186,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-16,184,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-17,181,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-18,178,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-19,178,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-20,207,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-21,299,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-22,291,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-23,288,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-24,284,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-25,274,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-26,257,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-27,241,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-28,234,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-29,225,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-30,219,"A",NA,NA,"UTC"
"USGS","12488500",1984-03-31,216,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-01,210,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-02,201,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-03,201,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-04,198,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-05,195,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-06,189,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-07,189,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-08,186,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-09,181,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-10,178,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-11,168,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-12,168,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-13,160,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-14,163,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-15,186,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-16,216,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-17,216,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-18,219,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-19,219,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-20,216,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-21,216,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-22,219,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-23,219,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-24,216,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-25,207,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-26,198,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-27,192,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-28,189,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-29,184,"A",NA,NA,"UTC"
"USGS","12488500",1984-04-30,184,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-01,195,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-02,231,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-03,225,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-04,213,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-05,207,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-06,201,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-07,201,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-08,216,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-09,254,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-10,250,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-11,264,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-12,332,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-13,384,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-14,500,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-15,491,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-16,440,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-17,409,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-18,388,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-19,427,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-20,565,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-21,530,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-22,491,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-23,530,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-24,496,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-25,458,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-26,454,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-27,467,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-28,515,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-29,691,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-30,1080,"A",NA,NA,"UTC"
"USGS","12488500",1984-05-31,979,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-01,747,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-02,643,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-03,591,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-04,607,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-05,628,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-06,612,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-07,575,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-08,545,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-09,515,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-10,496,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-11,500,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-12,550,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-13,633,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-14,735,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-15,933,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-16,940,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-17,775,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-18,702,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-19,691,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-20,708,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-21,764,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-22,787,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-23,770,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-24,877,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-25,979,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-26,979,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-27,914,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-28,877,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-29,933,"A",NA,NA,"UTC"
"USGS","12488500",1984-06-30,741,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-01,628,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-02,638,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-03,638,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-04,628,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-05,675,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-06,633,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-07,520,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-08,463,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-09,436,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-10,427,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-11,405,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-12,405,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-13,388,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-14,364,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-15,360,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-16,388,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-17,405,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-18,364,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-19,324,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-20,291,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-21,267,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-22,244,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-23,237,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-24,241,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-25,244,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-26,250,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-27,225,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-28,207,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-29,195,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-30,181,"A",NA,NA,"UTC"
"USGS","12488500",1984-07-31,175,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-01,168,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-02,158,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-03,151,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-04,142,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-05,133,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-06,129,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-07,122,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-08,115,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-09,113,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-10,111,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-11,107,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-12,103,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-13,102,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-14,96,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-15,93,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-16,89,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-17,88,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-18,84,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-19,83,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-20,81,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-21,78,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-22,77,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-23,74,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-24,72,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-25,72,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-26,69,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-27,68,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-28,67,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-29,67,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-30,65,"A",NA,NA,"UTC"
"USGS","12488500",1984-08-31,64,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-01,63,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-02,63,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-03,61,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-04,60,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-05,60,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-06,75,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-07,71,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-08,68,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-09,65,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-10,63,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-11,61,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-12,64,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-13,61,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-14,59,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-15,57,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-16,56,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-17,54,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-18,54,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-19,51,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-20,51,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-21,50,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-22,53,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-23,56,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-24,54,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-25,53,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-26,51,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-27,51,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-28,50,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-29,49,"A",NA,NA,"UTC"
"USGS","12488500",1984-09-30,48,"A",NA,NA,"UTC"
"USGS","12488500",1984-10-01,47.8,"A",NA,NA,"UTC"
"USGS","12488500",1984-10-02,46.4,"A",NA,NA,"UTC"
